dataset,gene,target_module,n_assayed_cells,n_antigen_detected_cells,mean_target_when_antigen_detected,mean_target_when_antigen_not_detected,difference_detected_minus_not_detected,interpretation
GSE302356,TYRP1,immune_evasion,2681,20,0.23471411891172173,0.22073953703254695,0.013974581879174774,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,TYRP1,nk_ligands,2681,20,0.01832623170324316,0.011853077648461847,0.006473154054781313,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,DCT,presentation_machinery,2681,65,0.6415372665961177,0.5631740220300527,0.07836324456606492,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,DCT,ifn_response,2681,65,0.2205738565011242,0.2367746552465349,-0.016200798745410694,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,DCT,immune_evasion,2681,65,0.213721404766106,0.2210207565413016,-0.007299351775195612,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,DCT,nk_ligands,2681,65,0.013408933638798396,0.011863908092545849,0.0015450255462525469,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,MITF,presentation_machinery,2681,2158,0.5396475376137222,0.669988102846947,-0.1303405652332248,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,MITF,ifn_response,2681,2158,0.21330760175389402,0.3315908111139674,-0.11828320936007336,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,MITF,immune_evasion,2681,2158,0.2202951546326624,0.22310754631846352,-0.0028123916858011355,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,MITF,nk_ligands,2681,2158,0.011899657871188614,0.01190841791701111,-8.760045822496856e-06,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,GPNMB,presentation_machinery,2681,939,0.7340352784532564,0.47399772531099776,0.2600375531422587,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,GPNMB,ifn_response,2681,939,0.2938269035096841,0.205416955454601,0.08840994805508309,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,GPNMB,immune_evasion,2681,939,0.28263082989020716,0.18753837035300652,0.09509245953720064,co-existence summary; expression is not proof of peptide presentation or immune recognition
GSE302356,GPNMB,nk_ligands,2681,939,0.01407404979901693,0.010730213257947726,0.0033438365410692044,co-existence summary; expression is not proof of peptide presentation or immune recognition
